survey_date,edp_site_id,consent_edp,consent_spt,consent_contact,consent_contact_method,over_18,postcode,state,account_holder,property_use,property_year,property_construction,property_construction_other,property_star_rating,num_floors,dwelling_type,dwelling_type_other,num_bedrooms,tenure,tenure_not_occupied,tenure_other,tenure_rented_from,tenure_rented_other,num_occupants,num_children,num_occupants_70plus,has_pets,num_type_pets,has_livestock,num_type_livestock,num_days_occupied,income_weekly,has_gas,has_gas_heating,has_gas_cooking,has_gas_hot_water,has_aircon,aircon_type,num_rooms_aircon,num_rooms_heated,num_refrigerators,has_poolpump,dryer_usage,has_ev,ev_type,ev_charger_type,significant_loads_other,commercial_loads,business_hours,connection_type,has_controlled_load,islandable,property_power_outage_types,property_power_outage_other,area_power_outage_types,area_power_outage_other,power_outage_latest,has_solar,hot_water_heat_type,hot_water_heat_type_other,rooms_heat_type,rooms_heat_type_other,has_battery,battery_size_make_model
3/31/22,S0500,"Yes, I agree to participate",Yes,No,,Yes,4211,QLD,Yes,Residential,,Brick veneer,,,1,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,2,0,0,No,,No,,5-Apr,Prefer not to say / Not applicable,Yes - bottled gas,No,Yes - bottled gas,No,Yes,Wall / window mounted aircon,3,3,2,Yes,Low,No,,,,,,,Yes,,,,,,,t,Electric heat pump,,,,f,
3/26/22,S0501,"Yes, I agree to participate",Yes,Yes,Email,Yes,2232,NSW,Yes,Residential,2018,Other (please specify),Timber frame with hempcrete insulation and Colorbond cladding,7.1,1,"Semi-detached house, townhouse or terrace",,3,This is my home and is owned under a mortgage by me or my family,,,,,2,0,0,No,,No,,7-Jun,Above $1200,No,,,,Yes,Split system aircon,1 (open plan living/dining/kitchen),"1 using the RCAC, as per cooling (also passive solar heating)",1,No,None,No,,,"Heat pump water heater, induction cooktop, computer system",,,Single phase,No,No,Other (please give details),Unknown cause power outages have recently occurred,,,3 1/2 weeks ago,t,,,Other (please give details),RCAC,f,
3/26/22,S0502,"Yes, I agree to participate",Yes,Yes,Email,Yes,2232,NSW,Yes,Residential,2018,Other (please specify),Timber frame with hempcrete insulation and Colorbond cladding,7.3,1,"Semi-detached house, townhouse or terrace",,3,Other (please give details),,I own this property under a mortgage and it is permanently occupied by tenants,,,1,0,0,No,,No,,7-Jun,Above $1200,No,,,,Yes,Split system aircon,1 (open plan living/dining/kitchen),1 using RCAC (open plan living/dining/kitchen),1,No,None,No,,,Heat pump for hot water,,,Single phase,No,No,Other (please give details),Unknown cause,,,3 1/2 weeks ago,t,,,Other (please give details),RCAC,f,
3/21/22,S0503,"Yes, I agree to participate",No,Yes,Email,Yes,5114,SA,Yes,Residential,1989,Brick veneer,,,1,Detached house,,5 or more,This is my home and is owned under a mortgage by me or my family,,,,,6,4,0,Yes,"3 dogs, 2 turtles, 1 bird",No,,7-Jun,$800 - $1200,Yes - connected to the gas main,No,No,Yes - connected to the gas main,Yes,Ducted aircon,7,1,2,No,Medium,No,,,,,,,Don't Know,No,,,,,,t,,,Other (please give details),Combustion heater,f,
3/21/22,S0504,"Yes, I agree to participate",Yes,Yes,Email,Yes,5433,SA,Yes,Residential,,Other (please specify),Stone ,,1,Detached house,,2,This is my home and is owned outright by me or my family,,,,,2,0,2,Yes,1dog,No,,7-Jun,Prefer not to say / Not applicable,Yes - bottled gas,Yes - bottled gas,Yes - bottled gas,No,Yes,Wall / window mounted aircon,All,Nil,2,No,None,No,,,No,,,Single phase,Yes,No,"Storm,Wind",,,,,t,Electric heat pump,,,,f,
3/21/22,S0505,"Yes, I agree to participate",Yes,Yes,"Email,Phone,Mail",Yes,6426,WA,Yes,Residential,1980,Timber frame with fibreboard or other lightweight cladding,,,1,Detached house,,3,This is my home and is owned outright by me or my family,,,,,2,0,0,No,,Yes,6 chickens,7-Jun,$800 - $1200,Yes - bottled gas,Yes - bottled gas,No,No,Yes,Split system aircon,4,4,3 or more,No,None,No,,,No,,,Three phase,No,No,"Bushfire,Storm,Wind,Other (please give details)",Mechanical damage to network,,,2 weeks,t,Electric resistance heater,,Other (please give details),Split system electric. The gas heating is no longer used but remains operable.,f,
3/21/22,S0506,"Yes, I agree to participate",Yes,No,,Yes,830,NT,Yes,Residential,,Timber frame with fibreboard or other lightweight cladding,,,2,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,2,0,0,Yes,2 cats,No,,2-Jan,Above $1200,No,,,,Yes,Split system aircon,4,4,2,Yes,Low,No,,,No,,,Single phase,Don't Know,No,Storm,,,,3 months,t,,,Other (please give details),Reverse cycle aircon,f,
3/22/22,S0507,"Yes, I agree to participate",Yes,No,,Yes,5700,SA,Yes,Residential,2014,Other (please specify),Limestone ashlers,5,1,Detached house,,5 or more,This is my home and is owned under a mortgage by me or my family,,,,,3,1,0,Yes,2 dogs,No,,7-Jun,$800 - $1200,Yes - bottled gas,No,Yes - bottled gas,Yes - bottled gas,Yes,Ducted aircon,all,all,3 or more,Yes,None,No,,,no,,,Single phase,Yes,No,Storm,,,,3 months,t,,,Other (please give details),reverse cycle aircon and combustion wood heater,f,
3/24/22,S0508,"Yes, I agree to participate",Yes,Yes,Email,Yes,5097,SA,Yes,Residential,1992,Double brick,,don't know,2,Detached house,,5 or more,This is my home and is owned outright by me or my family,,,,,2,0,1,No,,No,,7-Jun,Prefer not to say / Not applicable,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted aircon,8,8,2,No,Low,No,,,Outdoor spa (water heating),,,Three phase,No,No,"Storm,Wind,Other (please give details)",scheduled power outages,,,not sure - happened overnight,t,,,Other (please give details),Ducted gas heating combined with refrigerated cooling - one system (Lennox),f,
3/21/22,S0509,"Yes, I agree to participate",Yes,Yes,Email,Yes,5012,SA,Yes,Residential,2008,Brick veneer,,,1,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,4,2,0,Yes,"2 dogs, 1 cat",No,,7-Jun,Above $1200,Yes - connected to the gas main,No,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted aircon,4,4,2,No,High,No,,,bathroom lights,,,Three phase,No,No,,,,,,t,,,Other (please give details),reverse cycle ducted,f,
3/31/22,S0510,"Yes, I agree to participate",No,No,,Yes,3429,VIC,Yes,Residential,1975,Brick veneer,,,1,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,5,3,0,No,,No,,7-Jun,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Split system aircon,0,3,1,No,Low,No,,,"TV,s Computers, Power Tools",,,Three phase,Don't Know,No,"Storm,Wind",,,,1hr,t,,,Gas heater,,f,
3/21/22,S0511,"Yes, I agree to participate",Yes,No,,Yes,2440,NSW,Yes,Residential,1940,Timber frame with fibreboard or other lightweight cladding,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,2,0,0,No,,No,,7-Jun,$800 - $1200,No,,,,No,,,0,1,Yes,None,No,,,Pool pump used to filter and vacuum pool.,,,Single phase,Don't Know,,Other (please give details),We are in a flood prone area and have experienced flooding of the property but level did not result in power outages.,,,Mar-21,t,,,Other (please give details),A wood fire place is used during winter months to heat all of house.,f,
3/25/22,S0512,"Yes, I agree to participate",Yes,No,,Yes,2460,NSW,Yes,Residential,1983,Brick veneer,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,2,0,0,Yes,one dog,No,,7-Jun,Above $1200,Yes - bottled gas,No,No,No,Yes,Split system aircon,1,0,2,Yes,Low,No,,,no,,,Single phase,Yes,,Storm,,,,yesterday,t,Electric resistance heater,,,,f,
4/5/22,S0513,"Yes, I agree to participate",Yes,No,,Yes,4035,QLD,Yes,Residential,1996,Brick veneer,,?,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,1,0,0,No,,No,,7-Jun,$800 - $1200,No,,,,Yes,Split system aircon,4,4,2,No,High,No,,,No,,,,Don't Know,,Storm,,,,Apr-22,t,,,Other (please give details),Split system aircon ,f,
3/21/22,S0514,"Yes, I agree to participate",Yes,No,,Yes,3165,VIC,Yes,Residential,2018,Other (please specify),Hebel,6 star,2,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,4,2,0,No,,No,,7-Jun,Prefer not to say / Not applicable,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted aircon,7,7,2,No,Medium,No,,,,,,Three phase,No,No,,,,,,t,,,Gas heater,,f,
3/22/22,S0515,"Yes, I agree to participate",Yes,Yes,Email,Yes,2283,NSW,Yes,Residential,2012,Timber frame with fibreboard or other lightweight cladding,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,5,3,0,Yes,"1 dog, 1 cat",No,,7-Jun,Above $1200,No,,,,Yes,Split system aircon,1,1,2,No,Low,No,,,solar hot water booster,,,Three phase,Yes,Yes,,,,,,t,,,Wood Stove,,f,
3/31/22,S0516,"Yes, I agree to participate",Yes,Yes,Email,Yes,2263,NSW,Yes,Residential,2005,Other (please specify),Brick lower walls and lightweight cladding above,,1,Other (please give details),"Duplex, two villas",3,This is my home and is owned outright by me or my family,,,,,2,0,2,No,,No,,7-Jun,Less than $800,No,,,,Yes,Split system aircon,2,2,3 or more,No,None,No,,,Air con,,,Single phase,Don't Know,,Wind,,,,2 months,t,,,Electric heater,,f,
3/22/22,S0517,"Yes, I agree to participate",Yes,Yes,Email,Yes,2150,NSW,Yes,Residential,1930,Double brick,,,1,Detached house,,3,This is my home and is owned outright by me or my family,,,,,2,0,1,No,,No,,7-Jun,Above $1200,Yes - connected to the gas main,No,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Split system aircon,4,4,2,No,None,Yes,Tesla Model 3,Tesla wall charger,No,,,Single phase,No,No,Storm,,,,9-12 months,t,,,Other (please give details),Split system aircon,f,
3/31/22,S0518,"Yes, I agree to participate",Yes,No,,Yes,5066,SA,Yes,Residential,1965,Double brick,,,1,Detached house,,2,This is my home and is owned outright by me or my family,,,,,2,0,2,No,,No,,7-Jun,Above $1200,Yes - connected to the gas main,No,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted aircon,5,5,2,No,Low,No,,,NO,,,Single phase,Don't Know,No,Storm,,,,4 MONTHS,t,,,Other (please give details),AIR CONDITONER,f,
3/31/22,S0519,"Yes, I agree to participate",Yes,No,,Yes,5125,SA,Yes,Residential,2000,Brick veneer,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,1,0,0,No,,No,,2-Jan,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted evaporative cooler,7,2,2,No,Low,No,,,,,,,Don't Know,,"Bushfire,Storm,Wind",,,,12 months +,t,,,Gas heater,,f,
3/21/22,S0520,"Yes, I agree to participate",Yes,Yes,"Email,Phone",Yes,2112,NSW,Yes,Residential,2017,Brick veneer,,,2,Detached house,,5 or more,This is my home and is owned under a mortgage by me or my family,,,,,6,2,0,Yes,"2 dogs, 1 cat",No,,7-Jun,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted aircon,10,4,3 or more,Yes,Medium,No,,,,,,Three phase,Don't Know,No,Storm,,,,12 months,t,,,Electric heater,,f,
3/31/22,S0521,"Yes, I agree to participate",Yes,Yes,Email,Yes,2516,NSW,Yes,Residential,2021,Timber frame with fibreboard or other lightweight cladding,,,2,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,4,2,0,No,,No,,7-Jun,Above $1200,No,,,,Yes,Split system aircon,5,5,2,No,Low,No,,,Hot water,,,Three phase,Yes,No,,,,,,t,,,Electric heater,,f,
3/21/22,S0522,"Yes, I agree to participate",No,No,,Yes,5171,SA,Yes,Residential,1995,Double brick,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,1,0,0,No,,No,,7-Jun,Prefer not to say / Not applicable,No,,,,Yes,Ducted aircon,4,4,1,No,Low,No,,,Not really,,,Three phase,Yes,No,Other (please give details),No,,,Usual outage like repairs,t,,,Other (please give details),Air Con Reverse Cycle,f,
3/21/22,S0523,"Yes, I agree to participate",Yes,Yes,"Email,Phone,Mail",Yes,2282,NSW,Yes,Residential,1985,Brick veneer,,,2,Detached house,,4,This is my home and is owned outright by me or my family,,,,,2,0,0,Yes,2 dogs,No,,7-Jun,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,No,No,Yes,Split system aircon,4,3,2,No,Low,No,,,Solar hot water element when it is switched on,,,Three phase,Don't Know,,Storm,,,,3 years,t,Solar hot water,,Other (please give details),"Eco ethanol fire x 1, gas x2",f,
3/22/22,S0524,"Yes, I agree to participate",No,No,,Yes,2324,NSW,Yes,Residential,1980,Double brick,,,3,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,5,2,0,Yes,5,Yes,"Chicken, rabbits, bird,dogs,cat",7-Jun,Above $1200,Yes - bottled gas,No,Yes - bottled gas,No,Yes,Split system aircon,4,4,2,Yes,Medium,No,,,I work from home 5 day's a week so always have power  usage,,,,Yes,,"Storm,Other (please give details)",Power outages,,,Within the last 4 months,t,Electric heat pump,,Wood Stove,,f,
3/22/22,S0525,"Yes, I agree to participate",Yes,Yes,Email,Yes,4820,QLD,Yes,Residential,1915,Timber frame with fibreboard or other lightweight cladding,,,1,Detached house,,5 or more,This is my home and is owned under a mortgage by me or my family,,,,,3,0,1,Yes,2 dogs,No,,7-Jun,Prefer not to say / Not applicable,Yes - bottled gas,No,Yes - bottled gas,Yes - bottled gas,Yes,Split system aircon,3,0,2,No,None,No,,,no,,,,Don't Know,No,Storm,,,,2 years,t,,,Other (please give details),no heating,f,
3/31/22,S0526,"Yes, I agree to participate",Yes,Yes,"Email,Mail",Yes,2800,NSW,Yes,Residential,1989,Brick veneer,,,1,Detached house,,3,This is my home and is owned outright by me or my family,,,,,2,0,2,No,,No,,7-Jun,$800 - $1200,Yes - bottled gas,Yes - bottled gas,No,No,Yes,Split system aircon,3,3,2,No,Low,No,,,Bore and Rainwater Pumps,,,Two phase,Yes,No,"Storm,Wind",,,,3 weeks,t,Solar hot water,,Gas heater,,f,
3/31/22,S0527,"Yes, I agree to participate",Yes,No,,Yes,2290,NSW,Yes,Residential,1970,Timber frame with fibreboard or other lightweight cladding,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,4,2,0,Yes,2 dogs,No,,5-Apr,Above $1200,No,,,,Yes,Ducted aircon,7,7,1,Yes,Medium,No,,,no,,,Two phase,Yes,No,Storm,,,,2 years,t,,,Other (please give details),Air-con,f,
3/22/22,S0528,"Yes, I agree to participate",Yes,Yes,Email,Yes,4212,QLD,Yes,Residential,2015-2016,Timber frame with fibreboard or other lightweight cladding,,unknown,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,3,0,0,Yes,One Dog,No,,5-Apr,Prefer not to say / Not applicable,No,,,,Yes,Split system aircon,6,1 during cold days in Winter,2,Yes,None,No,,,"Dishwasher, Washing Machine",,,,Don't Know,No,Storm,,,, Around 2 weeks ago,t,,,Other (please give details),split system Aircondtioner,f,
3/21/22,S0529,"Yes, I agree to participate",Yes,Yes,Email,Yes,4207,QLD,Yes,Residential,2010,Brick veneer,,,1,"Semi-detached house, townhouse or terrace",,3,This is my home and is owned under a mortgage by me or my family,,,,,5,1,0,Yes,1 dog,No,,7-Jun,Above $1200,Yes - connected to the gas main,No,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Split system aircon,1,0,1,No,None,No,,,No,,,Single phase,Don't Know,No,Storm,,,,1 month,t,,,,,f,
3/21/22,S0530,"Yes, I agree to participate",Yes,Yes,Email,Yes,2125,NSW,Yes,Residential,1980,Brick veneer,,,2,Detached house,,5 or more,This is my home and is owned outright by me or my family,,,,,2,0,0,No,,No,,7-Jun,Above $1200,No,,,,Yes,Ducted aircon,5,6,2,Yes,Medium,No,,,no,,,Three phase,No,No,"Storm,Wind",,,,this year,t,,,Other (please give details),"5 via air con
1 via electric",f,
4/1/22,S0531,"Yes, I agree to participate",Yes,Yes,Email,Yes,2706,NSW,Yes,Residential,2013,Brick veneer,,,1,Detached house,,3,This is my home and is owned outright by me or my family,,,,,2,0,0,No,,No,,7-Jun,Less than $800,Yes - bottled gas,Yes - bottled gas,Yes - bottled gas,Yes - bottled gas,Yes,Ducted aircon,seven seven ,seven ,2,No,None,No,,,no ,,,Three phase,Don't Know,,Storm,,,,6 months ,t,,,Other (please give details),ducted plus gas in main room ,f,
3/21/22,S0532,"Yes, I agree to participate",Yes,Yes,Email,Yes,2045,NSW,Yes,Residential,1936,Double brick,,,1,Detached house,,5 or more,This is my home and is owned under a mortgage by me or my family,,,,,4,2,0,Yes,One dog.,No,,5-Apr,Above $1200,No,,,,Yes,Ducted aircon,9,0,2,No,Low,No,,,No,,,Single phase,Yes,No,,,,,,t,,,,,f,
3/31/22,S0533,"Yes, I agree to participate",Yes,Yes,"Email,Phone",Yes,2316,NSW,Yes,Residential,1995ish,Brick veneer,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,5,0,0,Yes,2 - Dog & Cat,No,,7-Jun,Above $1200,Yes - bottled gas,Yes - bottled gas,Yes - bottled gas,Yes - bottled gas,Yes,Split system aircon,1,0,2,No,High,No,,,No,,,Single phase,Yes,No,"Storm,Wind",,,,5 years?,t,,,Electric heater,,f,
3/24/22,S0534,"Yes, I agree to participate",Yes,Yes,Email,Yes,4060,QLD,Yes,Residential,1995,Brick veneer,,,2,Detached house,,4,This is my home and is owned outright by me or my family,,,,,2,0,2,No,,No,,7-Jun,$800 - $1200,Yes - bottled gas,No,Yes - bottled gas,No,Yes,Split system aircon,1,1,1,Yes,Low,No,,,"No - but pool pump, chlorination and vacuum hose cleaner",,,Single phase,Don't Know,,Storm,,,,1month,t,Electric resistance heater,,Electric heater,,f,
3/22/22,S0535,"Yes, I agree to participate",No,No,,Yes,2653,NSW,Yes,Residential,2020,Brick veneer,,,1,Detached house,,4,This is my home and is owned outright by me or my family,,,,,2,0,0,No,,Yes,Beef cattle & horses,7-Jun,Above $1200,No,,,,Yes,Split system aircon,2,all,2,Yes,Low,No,,,no,,,Single phase,Yes,No,"Storm,Wind",,,,4 months,t,,,Underfloor heating,,f,
3/21/22,S0536,"Yes, I agree to participate",Yes,No,,Yes,2281,NSW,Yes,Residential,2021,Timber frame with fibreboard or other lightweight cladding,,,1,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,2,0,0,No,,No,,4-Mar,Prefer not to say / Not applicable,Yes - bottled gas,Yes - bottled gas,No,No,Yes,Split system aircon,2,2,3 or more,No,None,No,,,Spa ,,,Three phase,Yes,No,,,,,,t,Electric resistance heater,,Wood Stove,,f,
3/31/22,S0537,"Yes, I agree to participate",Yes,Yes,Email,Yes,4226,QLD,Yes,Residential,,Brick veneer,,,1,"Semi-detached house, townhouse or terrace",,3,I own this property and it is permanently occupied by tenants,,,,,1,0,0,No,,No,,7-Jun,,No,,,,Yes,Split system aircon,2,0,1,No,Low,No,,,Hot water,,,Single phase,No,No,,,,,,t,,,Electric heater,,f,
6/24/22,S0538,"Yes, I agree to participate",Yes,Yes,Email,Yes,2291,NSW,Yes,Commercial or industrial,1930,Timber frame with fibreboard or other lightweight cladding,,,1,,,,,,,,,,,,,,,,,,No,,,,Yes,Ducted aircon,6,6,1,No,None,No,,,No,Not known.,9am-5pm weekdays. Nil weekends.,Single phase,Don't Know,,,,,,,t,,,Other (please give details),Reverse cycle ducted air-conditioning.,f,
3/31/22,S0539,"Yes, I agree to participate",Yes,Yes,"Email,Phone,Mail",Yes,3070,VIC,Yes,Residential,1925,Timber frame with fibreboard or other lightweight cladding,,"new extension 5 star, old original ?",1,"Semi-detached house, townhouse or terrace",,3,This is my home and is owned outright by me or my family,,,,,2,0,0,Yes,one dog,No,,5-Apr,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,No,Yes - connected to the gas main,Yes,Split system aircon,1,6,1,No,Low,No,,,Oven and cooktop,,,Single phase,Don't Know,,,,,,,t,,,Other (please give details),Split system electric in main kitchen living area. Gas ducted to bedrooms and bathroom,f,
3/21/22,S0540,"Yes, I agree to participate",Yes,No,,Yes,4118,QLD,Yes,Residential,1992,Brick veneer,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,3,0,0,Yes,1 dog 1 bird,No,,7-Jun,$800 - $1200,No,,,,Yes,Wall / window mounted aircon,2,0,3 or more,Yes,Medium,No,,,3d printers,,,Single phase,No,No,Storm,,,,2 years,t,,,Other (please give details),not heated,f,
4/3/22,S0541,"Yes, I agree to participate",No,Yes,Email,Yes,4226,QLD,Yes,Residential,1990's,Brick veneer,,,1,Detached house,,4,This is my home and is owned outright by me or my family,,,,,4,0,1,Yes,"2 cats, 2 dogs",No,,7-Jun,Prefer not to say / Not applicable,No,,,,Yes,Ducted aircon,6,0,2,Yes,Medium,No,,,,,,Single phase,No,No,,,,,,t,,,Other (please give details),Reverse cycle air-conditioning,f,
3/22/22,S0542,"Yes, I agree to participate",Yes,No,,Yes,5062,SA,Yes,Residential,1910,Double brick,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,3,0,0,Yes,2 Dogs,No,,7-Jun,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted aircon,6,6,2,Yes,Medium,No,,,no,,,Single phase,Don't Know,No,Storm,,,,2018,t,,,Electric heater,,f,
3/21/22,S0543,"Yes, I agree to participate",Yes,No,,Yes,4560,QLD,Yes,Residential,2002,Brick veneer,,,1,Detached house,,5 or more,This is my home and is owned under a mortgage by me or my family,,,,,5,1,1,Yes,1 dog,No,,7-Jun,Less than $800,No,,,,No,,,0,3 or more,No,Low,No,,,Electric mower,,,,Don't Know,,Storm,,,,Jan-22,t,,,Electric heater,,f,
3/28/22,S0544,"Yes, I agree to participate",Yes,Yes,"Email,Phone,Mail",Yes,2250,NSW,Yes,Residential,1994,Brick veneer,,,1,Detached house,,3,This is my home and is owned outright by me or my family,,,,,2,0,0,Yes,1 dog,No,,7-Jun,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted aircon,6,6,1,No,Low,No,,,cabinet spa,,,Three phase,Don't Know,,"Storm,Wind",,,,6 weeks,t,,,Other (please give details),Air conditioning,f,
3/21/22,S0545,"Yes, I agree to participate",Yes,No,,Yes,5011,SA,Yes,Residential,2007,Brick veneer,,,2,"Semi-detached house, townhouse or terrace",,3,This is my home and is owned under a mortgage by me or my family,,,,,4,2,0,Yes,fish,No,,4-Mar,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,No,Yes,Ducted aircon,all ,all,1,No,None,No,,,,,,Single phase,Yes,No,,,,,,t,Electric heat pump,,Other (please give details),Aircon reverse cycle,f,
3/22/22,S0546,"Yes, I agree to participate",Yes,Yes,"Email,Phone",Yes,2320,NSW,Yes,Residential,2016,Brick veneer,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,3,0,0,Yes,"Cats 4, dog 1",No,,7-Jun,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted aircon,7,1,2,No,Low,No,,,No we are very energy conscious.,,,Single phase,Don't Know,No,"Storm,Other (please give details)",Heatwave,,,4 months approx,t,,,Gas heater,,f,
3/31/22,S0547,"Yes, I agree to participate",Yes,No,,Yes,3162,VIC,Yes,Residential,1927,Double brick,,,1,Detached house,,3,This is my home and is owned outright by me or my family,,,,,3,0,0,No,,No,,7-Jun,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Split system aircon,3,9,1,No,Medium,No,,,,,,Single phase,No,No,Other (please give details),Maintenance,,,4 months,t,,,Gas heater,,f,
3/23/22,S0548,"Yes, I agree to participate",Yes,Yes,Email,Yes,2818,NSW,Yes,Residential,1990,Other (please specify),Steel frame and timber cladding,Not ,1,Detached house,,4,This is my home and is owned outright by me or my family,,,,,3,0,1,No,,Yes,3 Horses,7-Jun,Above $1200,Yes - bottled gas,Yes - bottled gas,No,Yes - bottled gas,Yes,Split system aircon,3,3,2,No,Low,No,,,No,,,,Don't Know,No,Storm,,,,7 days,t,,,Gas heater,,f,
3/21/22,S0549,"Yes, I agree to participate",Yes,No,,Yes,5139,SA,Yes,Residential,1937,Double brick,,,1,Detached house,,3,This is my home and is owned outright by me or my family,,,,,5,2,1,Yes,Dog,No,,7-Jun,Prefer not to say / Not applicable,No,,,,Yes,Split system aircon,2,2,3 or more,No,Low,No,,,Bore water pump,,,Three phase,Yes,No,Storm,,,,6 months,t,,,Other (please give details),Electric and wood heater,f,
3/21/22,S0550,"Yes, I agree to participate",Yes,Yes,Email,Yes,5231,SA,Yes,Residential,1950s,Concrete,,,1,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,4,3,0,No,,No,,2-Jan,Above $1200,No,,,,Yes,Ducted evaporative cooler,5,1,2,No,Low,No,,,,,,Single phase,Don't Know,No,"Bushfire,Storm,Wind",,,,1 year,t,,,Wood Stove,,f,
3/21/22,S0551,"Yes, I agree to participate",Yes,Yes,Email,Yes,6019,WA,Yes,Residential,2018,Other (please specify),Double Brick GF and Timber Frame with Weatherboard FF,,2,Detached house,,4,This is my home and is owned outright by me or my family,,,,,5,3,0,Yes,1 x dog,No,,5-Apr,Above $1200,Yes - connected to the gas main,No,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted aircon,10,10,2,Yes,Low,No,,,,,,Three phase,Don't Know,No,Storm,,,,30 days ago,t,,,Electric heater,,f,
3/21/22,S0552,"Yes, I agree to participate",Yes,Yes,Email,Yes,2290,VIC,Yes,Residential,2016,Timber frame with fibreboard or other lightweight cladding,,3,2,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,4,2,0,Yes,2 dogs,No,,5-Apr,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Split system aircon,1,3,2,Yes,Medium,No,,,No. Just the pool.,,,Single phase,Don't Know,,Storm,,,,3 weeks ago,t,,,Other (please give details),Gas and electric ,f,
3/21/22,S0553,"Yes, I agree to participate",Yes,No,,Yes,2518,NSW,Yes,Residential,1951,Timber frame with fibreboard or other lightweight cladding,,,2,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,4,2,0,Yes,1 dog,No,,7-Jun,Prefer not to say / Not applicable,Yes - connected to the gas main,No,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Split system aircon,2,0,2,No,Medium,No,,,,,,Single phase,Yes,No,,,,,,t,,,,,f,
3/22/22,S0554,"Yes, I agree to participate",Yes,Yes,Email,Yes,5074,SA,Yes,Residential,1998,Brick veneer,,,2,Detached house,,5 or more,This is my home and is owned under a mortgage by me or my family,,,,,5,0,0,Yes,1 cat,No,,7-Jun,Prefer not to say / Not applicable,No,,,,Yes,Ducted aircon,all,all,3 or more,No,Low,No,,,water heater,,,Three phase,Yes,No,,,,,,t,,,Electric heater,,f,
3/31/22,S0555,"Yes, I agree to participate",Yes,Yes,Email,Yes,5032,SA,Yes,Residential,2001,Brick veneer,,,1,Detached house,,3,This is my home and is owned outright by me or my family,,,,,4,2,0,Yes,1 Dog,No,,5-Apr,Above $1200,Yes - connected to the gas main,No,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted aircon,5,5,3 or more,Yes,High,No,,,No,,,Single phase,No,No,"Storm,Wind",,,,2016,t,,,Electric heater,,f,
